Date,Close,High,Low,Open,Volume,log_return,cum_return,rolling_vol_21
2016-12-27,4848.27978515625,4852.5498046875,4837.0,4840.169921875,35125700,0.0017753194002313381,81.93301566643645,0.10756124236723873
2016-12-28,4848.009765625,4851.509765625,4840.14013671875,4846.14013671875,49371200,-5.5695434816670694e-05,81.92845249857805,0.09940461869016554
2016-12-29,4838.47021484375,4845.669921875,4822.2900390625,4824.75,45150100,-0.001969663672376648,81.76723982145411,0.09888195095705264
2016-12-30,4862.31005859375,4864.2900390625,4825.14013671875,4837.68017578125,53055000,0.004915046227405215,82.17011885855804,0.09856977631086619
2017-01-02,4882.3798828125,4896.009765625,4843.93017578125,4845.9599609375,34310400,0.004119136209967182,82.50928683049976,0.09551992170748597
2017-01-03,4899.330078125,4929.60009765625,4896.10986328125,4904.77001953125,82609500,0.0034656951281482906,82.79573494810639,0.08796260494422944
2017-01-04,4899.39990234375,4913.93994140625,4879.22998046875,4912.9501953125,77276800,1.425168749223364e-05,82.79691493545495,0.08579314869441279
2017-01-05,4900.64013671875,4905.83984375,4874.7900390625,4881.72021484375,88092000,0.0002531080233709058,82.81787415129642,0.0794172643385995
2017-01-06,4909.83984375,4911.490234375,4874.419921875,4885.18994140625,73709000,0.0018754861629991825,82.97334367321342,0.06907428807057787
2017-01-09,4887.56982421875,4915.60009765625,4867.830078125,4915.35009765625,72709600,-0.00454611139898045,82.59699372230254,0.06851905995527817
2017-01-10,4888.22998046875,4906.14990234375,4868.5,4894.4501953125,92809300,0.00013505928193971824,82.60814996632526,0.06664097767145732
2017-01-11,4888.7099609375,4916.47998046875,4856.5,4890.0400390625,99652700,9.818623659584084e-05,82.6162613478891,0.0664100416757842
2017-01-12,4863.97021484375,4889.2099609375,4857.43994140625,4873.009765625,99417200,-0.005073435961000428,82.19817450181043,0.06356410830071048
2017-01-13,4922.490234375,4924.580078125,4883.06005859375,4889.4501953125,106285900,0.011959526601974503,83.1871276747964,0.06837852944735782
2017-01-16,4882.18017578125,4911.39013671875,4879.7998046875,4883.43017578125,71928500,-0.008222670223176817,82.50591190164971,0.06824020821771756
2017-01-17,4859.68994140625,4889.16015625,4841.68017578125,4865.18994140625,87737000,-0.004617239618273639,82.125840452178,0.0700138144440523
2017-01-18,4853.39990234375,4875.740234375,4827.10986328125,4874.31005859375,88911500,-0.001295167664040768,82.01954257089066,0.06969402016985725
2017-01-19,4841.14013671875,4867.580078125,4829.81982421875,4859.759765625,95638900,-0.002529211723503667,81.81235989713174,0.06755546820362553
2017-01-20,4850.669921875,4869.3798828125,4818.8798828125,4834.2998046875,117756800,0.00196656520709949,81.97340754106008,0.0668457859494297
2017-01-23,4821.41015625,4842.97021484375,4800.39013671875,4816.97998046875,78546600,-0.006050374820729941,81.47893508039698,0.07022834907022209
2017-01-24,4830.02978515625,4840.5,4816.72998046875,4831.9501953125,87954000,0.0017861855329968947,81.62460163049519,0.07043148396273383
2017-01-25,4877.669921875,4890.16015625,4854.5498046875,4865.08984375,114294300,0.009814996467458821,82.42969132026084,0.07819953304193862
2017-01-26,4867.240234375,4901.06982421875,4855.759765625,4891.85986328125,94017900,-0.0021405413318543263,82.25343586735777,0.07864713752294032
2017-01-27,4839.97998046875,4867.31005859375,4829.7001953125,4867.31005859375,79429000,-0.00561650502688966,81.7927539534942,0.08089068673515709
2017-01-30,4784.64013671875,4830.68994140625,4771.97998046875,4823.5,83384600,-0.01149976891379095,80.85754384065605,0.08803225084788294
2017-01-31,4748.89990234375,4812.5498046875,4748.89990234375,4790.27978515625,98487800,-0.007497823822744201,80.25355535139138,0.08909981373155189
2017-02-01,4794.580078125,4823.81005859375,4782.60986328125,4786.85009765625,97905700,0.009573137835965867,81.02552287879968,0.0955140837176565
2017-02-02,4794.2900390625,4812.31005859375,4774.18017578125,4785.14013671875,98607300,-6.0494940288823285e-05,81.0206213928903,0.09550414571274556
2017-02-03,4825.419921875,4847.47021484375,4803.91015625,4808.4599609375,80815700,0.0064721268320940975,81.54669771051121,0.09892759993348973
2017-02-06,4778.080078125,4841.169921875,4773.35009765625,4829.68017578125,76878800,-0.009858952922992971,80.74668279151034,0.10327936736275958
2017-02-07,4754.47021484375,4787.93994140625,4750.02978515625,4762.169921875,83945400,-0.00495353516800597,80.34769028616284,0.10345044898909994
2017-02-08,4766.60009765625,4790.2900390625,4733.81982421875,4768.0,102120800,0.002548009620136436,80.55267801842024,0.1042114269229667
2017-02-09,4826.240234375,4831.31005859375,4769.85986328125,4793.009765625,100798200,0.012434462181166358,81.5605604989418,0.11441046240670497
2017-02-10,4828.31982421875,4845.4501953125,4815.669921875,4842.91015625,122653200,0.00043079951096512123,81.59570431794528,0.11328962678729546
2017-02-13,4888.18994140625,4906.7099609375,4841.60009765625,4844.22021484375,102000800,0.01232353516511003,82.60747333022327,0.11379388329460025
